EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2021;G;4;44;440;440135;Prog.dep. univ.supraauton;Programas deportivos universitarios supraautonómic
2021;G;4;44;440;440136;Universidad Zaragoza. Exposición Aragón y Flandes;Universidad Zaragoza. Exposición Aragón y Flandes
2021;G;4;44;440;440137;Planes de Formación DGA;Planes de Formación DGA
2021;G;4;44;440;440138;Programa LIFE;Programa LIFE
2021;G;4;44;440;440139;Instituto de Investigación Sanitaria de Aragón;Instituto de Investigación Sanitaria de Aragón
2021;G;4;44;440;440140;Transferencia a Promo. Actividades Aeroportuarias;Transferencia a Promo.  Actividades Aeroportuarias
2021;G;4;44;440;440141;Transferencia Consorcio de Bomberos prov. Huesca;Transferencia Consorcio de Bomberos prov. Huesca
2021;G;4;44;440;440142;Colaboraciones invest. biomédica y transf resultad;Colaboraciones invest. biomédica y transf resultad
2021;G;4;44;440;440143;Encomienda gestión SVA Red bolsas viviendas;Encomienda gestión SVA Red bolsas viviendas
2021;G;4;44;440;440144;Fondo Compensación mejora de la calidad en UNIZAR;Fondo Compensación mejora de la calidad en UNIZAR
2021;G;4;44;440;440145;Conv UNIZAR Plan Integral Gestión Diversidad;Conveni UNIZAR Plan Integral Gestión Diversidad
2021;G;4;44;440;440146;Form. Prioritariamente Desempleados;Formación Prioritariamente Desempleados
2021;G;4;44;440;440147;Convenio UNIZAR Máster Unión Europea;Convenio UNIZAR Máster Unión Europea
2021;G;4;44;440;440148;Colaboraciones con la Universidad de Zaragoza;Colaboraciones con la Universidad de Zaragoza
2021;G;4;44;440;440149;Plan Cameral Competitividad PYMES. Cámaras comerci;Plan Cameral Competitividad PYMES. Cámaras comerci
2021;G;4;44;440;440150;P Cameral Competitividad S Comerc. Cámaras comerci;P Cameral Competitividad S Comerc. Cámaras comerci
2021;G;4;44;440;440151;P. Cameral Internacionalización. Cámaras comercio;P. Cameral Internacionalización. Cámaras comercio
2021;G;4;44;440;440152;Reactivación comarcas mineras;Reactivación comarcas mineras
2021;G;4;44;440;440153;Plan asistencia y cuidados a pacientes ancianos;Plan asistencia y cuidados a pacientes ancianos
2021;G;4;44;440;440154;Estudio centro tecnológico descontaminación lindan;Estudio centro tecnológico descontaminación lindan
2021;G;4;44;440;440155;Plan estratégico actividad exportadora;Plan estratégico actividad exportadora
2021;G;4;44;440;440156;Contratación Jóvenes. Garantía Juvenil;Contratación Jóvenes. Garantía Juvenil
2021;G;4;44;440;440157;Programa parados larga duración;Programa parados larga duración
2021;G;4;44;440;440158;Convenio UNIZAR seminario INTERMIGRA;Convenio UNIZAR seminario INTERMIGRA
2021;G;4;44;440;440159;Ayudas a la creación artística;Ayudas a la creación artística
2021;G;4;44;440;440160;Ayudas creación artística: Residencias artísticas;Ayudas a la creación artística: Residencias artíst
2021;G;4;44;440;440161;Academia Aragonesa la Lengua;Academia Aragonesa de la Lengua
2021;G;4;44;440;440162;ITAINNOVA-Desarrollo la FP a distancia;ITAINNOVA-Desarrollo de la FP a distancia
2021;G;4;44;440;440163;Formación Plan experimental universidad;Formación Plan experimental universidad
2021;G;4;44;440;440164;Conv. UNIZAR Escuela Participación Ciudadana;Conv. UNIZAR Escuela Participación Ciudadana
2021;G;4;44;440;440165;EUPLA;Escuela Universitaria Politécnica de la Almunia
2021;G;4;44;440;440166;Encargo AREX proyect. europeos prom.prod.agric.;Encargo AREX proyect. europeos prom.prod.agric.
2021;G;4;44;440;440167;Convenio Universidad Politécnica de Madrid;Convenio Universidad Politécnica de Madrid
2021;G;4;44;440;440168;Plan Cameral de Competitividad. Cámara de Teruel.;Plan Cameral de Competitividad. Cámara de Teruel.
2021;G;4;44;440;440169;Plan Cameral de Competitividad. Cámara de Huesca.;Plan Cameral de Competitividad. Cámara de Huesca.
2021;G;4;44;440;440170;Plan Cameral de Competitividad. Cámara de Zaragoza;Plan Cameral de Competitividad. Cámara de Zaragoza
2021;G;4;44;440;440171;Plan Cameral de Competitividad. Cámara de Teruel.;Plan Cameral de Competitividad. Cámara de Teruel.
2021;G;4;44;440;440172;Plan Cameral de Competitividad. Cámara de Huesca.;Plan Cameral de Competitividad. Cámara de Huesca.
2021;G;4;44;440;440173;Plan Cameral de Competitividad. Cámara de Zaragoza;Plan Cameral de Competitividad. Cámara de Zaragoza
2021;G;4;44;440;440174;Plan Cameral de Internacionalización. Cámara de Hu;Plan Cameral de Internacionalización. Cámara de Hu
2021;G;4;44;440;440175;Plan Cameral de Internacionalización. Cámara de Te;Plan Cameral de Internacionalización. Cámara de Te
2021;G;4;44;440;440176;Plan Cameral de Internacionalización. Cámara de Za;Plan Cameral de Internacionalización. Cámara de Za
2021;G;4;44;440;440177;UZ becas para estudios universitarios oficiales;UZ becas para estudios universitarios oficiales
2021;G;4;44;440;440178;Ayuda institucional  aragoneses exterior;programa convenio de ayuda institucional para arag
2021;G;4;44;440;440179;Conv. UNIZAR Tít. Propio Participación Ciudadana;Conv. UNIZAR Tít. Propio Participación Ciudadana
2021;G;4;44;440;440180;Laboratorio de genética de Unizar;Laboratorio de genética de Unizar
2021;G;4;44;440;440181;Transferencia Cámara Agraria de Zaragoza;Transferencia Cámara Agraria de Zaragoza
2021;G;4;44;440;440182;Transferencia Cámara Agraria de Huesca;Transferencia Cámara Agraria de Huesca
2021;G;4;44;440;440183;Transferencia Cámara Agraria de Teruel;Transferencia Cámara Agraria de Teruel
2021;G;4;44;440;440184;Formación Plan Experimental;Formación Plan Experimental
2021;G;4;44;440;440185;Organismo Público de Crédito;Organismo Público de Crédito
2021;G;4;44;440;440186;Transf. IACS para soporte téc. listas espera y pro;Transf. IACS para soporte téc. listas espera y pro
2021;G;4;44;440;440187;Convenio UNIZAR forma. mediac. personal justicia;Convenio UNIZAR forma. mediac. personal justicia
2021;G;4;44;440;440188;Transferencia a SVA;Transferencia a SVA
2021;G;4;44;440;440189;Universidad de Zaragoza. Cursos Jaca;Universidad de Zaragoza. Cursos Jaca
2021;G;4;44;440;440190;Universidad de Zaragoza. Cátedra José Marti;Universidad de Zaragoza. Cátedra José Marti
2021;G;4;44;440;440191;acc Información, Orientación y Búsqueda Empleo;Acciones Información, Orientación y Búsqueda Emple
2021;G;4;44;440;440192;Cátedra IACS Nuev. formas gestión i+i Contratación;Cátedra IACS Nuev. formas gestión i+i Contratación
2021;G;4;44;440;440193;Conv. UNIZAR diagn. integrac. migrantes m. rural;Conv. UNIZAR diagn. integrac. migrantes m. rural
2021;G;4;44;440;440194;Conv. UNIZAR amplia. territorio realiz. exa. nacio;Conv. UNIZAR amplia. territorio realiz. exa. nacio
2021;G;4;44;440;440195;Aportación Consorcio Reserva de la Biosfera;Aportación Consorcio Reserva de la Biosfera
2021;G;4;44;440;440196;Aportación Consorcio Bien P.N. Pirineos-Monte P.;Aportación Consorcio Bien P.N. Pirineos-Monte P.
2021;G;4;44;440;440197;UZ. Impulso Supercomputación Nodo BSC;UZ. Impulso Supercomputación Nodo BSC
2021;G;4;44;440;440198;UZ. Actividades divulgación científica Cátedra SAV;UZ. Actividades divulgación científica Cátedra SAV
2021;G;4;44;440;440199;Conv. UNIZAR Cátedra MAZ de prestaciones sanitaria;Conv. UNIZAR Cátedra MAZ de prestaciones sanitaria
2021;G;4;44;440;440200;Cátedra UNIZAR Centro Referencia Estatal Nanosegur;Cátedra UNIZAR Centro Referencia Estatal Nanosegur
2021;G;4;44;440;440201;AREX Plan acción sectores maduros;AREX Plan acción sectores maduros
2021;G;4;44;440;440202;Transferencia a GAZO S.L. (Gest.Ambiental Z.Orient;Transferencia a GAZO S.L. (Gest.Ambiental Z.Orient
2021;G;4;44;440;440203;Universidad de Zaragoza Proyecto de investigación;Universidad de Zaragoza Proyecto de investigación
2021;G;4;44;440;440204;AREX. Fondo Grupo Internacionalización;AREX. Fondo Grupo Internacionalización
2021;G;4;44;440;440205;Formación prioritoriamente ocupados;Formación prioritoriamente ocupados
2021;G;4;44;440;440206;Convenio UNIZAR. Acciones media.personal justicia;Convenio UNIZAR. Acciones media.personal justicia
2021;G;4;44;440;440207;Convenio UNIZAR. Curso desarrollo prof. Orga.Inter;Convenio UNIZAR. Curso desarrollo prof. Orga.Inter
2021;G;4;44;440;440208;Transf. SARGA. Llevanza sist integr.gest. agroambi;Transf. SARGA. Llevanza sist integr.gest. agroambi
2021;G;4;44;440;440209;Transf CITA. Investig. sanidad animal y vegetal;Transf CITA. Investig. sanidad animal y vegetal
2021;G;4;44;440;440210;Proyección Internacional;Proyección Internacional
2021;G;4;44;440;440211;Convenio UZ: Jornadas José Martí;Convenio UZ: Jornadas José Martí
2021;G;4;44;440;440212;Fondo creación Banca Pública Aragonesa;Fondo creación Banca Pública Aragonesa
2021;G;4;44;440;440213;Plan lucha desemp. mujer. Formación;Plan de lucha contra el desempleo de la mujer. For
2021;G;4;44;440;440214;Convenio UNIZAR. Consumo responsable;Convenio UNIZAR. Consumo responsable
2021;G;4;44;440;440215;Colaboraciones UNIZAR. Cátedra J Ferrández dHered;Colaboraciones UNIZAR. Cátedra J Ferrández dHered
2021;G;4;44;440;440216;Conv. UNIZAR Progr. Esp. Innovación y Evaluación;Conv. UNIZAR Progr. Esp. Innovación y Evaluación
2021;G;4;44;440;440217;Conv. UNIZAR Diploma Especialización DIRYGESS;Conv. UNIZAR Diploma Especialización DIRYGESS
2021;G;4;44;440;440218;Transf. IACS Prot primera y especializada;Transf. IACS Prot primera y especializada
2021;G;4;44;440;440219;Transferencia Life Surfing UCM;Transferencia Life Surfing UCM
2021;G;4;44;440;440220;Transferencia Life Surfing Univ. Stuttgart;Transferencia Life Surfing Univ. Stuttgart
2021;G;4;44;440;440221;Transferencia Life Surfing SARGA;Transferencia Life Surfing SARGA
2021;G;4;44;440;440222;Cátedra UNIZAR Desarrollo Directivo Femenino;Cátedra UNIZAR Desarrollo Directivo Femenino
2021;G;4;44;440;440223;Subvención COAPEMA;Subvención Consejo de Aragonés Personas Mayores
2021;G;4;44;440;440224;Plan Prevención Riesgos Psicosociales;Plan Prevención Riesgos Psicosociales
2021;G;4;44;440;440225;Convenio UNIZAR. Cátedra de Igualdad;Convenio UNIZAR. Cátedra de Igualdad
2021;G;4;44;440;440226;Transf. UNIZAR.Escuela Politécnica Superior Huesca;Transf. UNIZAR.Escuela Politécnica Superior Huesca
2021;G;4;44;440;440227;Compensación gastos matrícula UNIZAR;Compensación gastos matrícula UNIZAR
2021;G;4;44;440;440228;Subvención Universidad Zaragoza;Subvención Universidad Zaragoza
2021;G;4;44;440;440229;Cátedra de Transformación Industrial (UNIZAR);Cátedra de Transformación Industrial (UNIZAR)
2021;G;4;44;440;440230;Subvención ITA - Industria 4.0;Subvención ITA - Industria 4.0
2021;G;4;44;440;440231;Sub. Feria Zaragoza Internacionalización Certámene;Sub. Feria Zaragoza Internacionalización Certámene
2021;G;4;44;440;440232;UIMP Pirineos cursos PTWALQA;UIMP Pirineos cursos PTWALQA
2021;G;4;44;440;440233;Convenio  Academia Aragonesa de Gastronomía;Convenio  Academia Aragonesa de Gastronomía
2021;G;4;44;440;440234;IAMZ - gastos de funcionamiento;IIAMZ - gastos de funcionamiento
2021;G;4;44;440;440235;Convenio UNIZAR Cátedra Música para la Inclusión;Convenio UNIZAR Cátedra Música para la Inclusión
2021;G;4;44;440;440236;Fund.Transp.Traves.Centr.;Fundación Transpirenaica Travesía Central Pirineos
2021;G;4;44;440;440237;Transf Fund Andrea Prader;Transferencia a la Fundación Andrea Prader
2021;G;4;44;440;440238;F. Univ. A. Gargallo UVTe;F. Univ. A. Gargallo - Cursos U. Verano de Teruel
2021;G;4;44;440;440239;T.Ag.Arag. Invest. y Dllo;Transf. Fund. Agencia Arag. para Investig. y Dllo
2021;G;4;44;440;440240;Fundac. Física del Cosmos;Fundación Centro de Estudios de Física del Cosmos
2021;G;4;44;440;440241;Fund.Parque Tec. Aula Dei;Fundación Parque Científico Tecnológico Aula Dei
2021;G;4;44;440;440242;Fundación Goya en Aragón;Fundación Goya en Aragón
2021;G;4;44;440;440243;Fund. Col Circa P Citoler;Fundación Colección CIrca XX Pilar Citoler
2021;G;4;44;440;440244;Subv Fundación Santa María Albarracín.;Subvención Fundación Santa María Albarracín.
2021;G;4;44;440;440245;Convenio UNIZAR Estrategias integración rural;Convenio UNIZAR Estrategias integración rural
2021;G;4;44;440;440246;Convenio UNIZAR Dipl. especializ. interreligioso;Convenio UNIZAR Dipl. especializ. interreligioso
2021;G;4;44;440;440247;Ciudad del Motor de Aragón ;Ciudad del Motor de Aragón 
2021;G;4;44;440;440248;Fundación Comarca Campo Daroca;Fundación Comarca Campo Daroca
2021;G;4;44;440;440249;Fundación conjunto Paleontológico Teruel ;Fundación conjunto Paleontológico Teruel 
2021;G;4;44;440;440250;Fundación Emprender en Aragón;Fundación Emprender en Aragón
2021;G;4;44;440;440251;Fundación Moto Engineering ;Fundación Moto Engineering 
2021;G;4;44;440;440252;Parque Tecnológico del Motor de Aragón ;Parque Tecnológico del Motor de Aragón 
2021;G;4;44;440;440253;Universa - Becarios;Universa - Becarios
2021;G;4;44;440;440254; Apoyo instalación en viveros empresas y P. Tec.; Apoyo instalación en viveros empresas y P. Tec.
2021;G;4;44;440;440255;A SARGA. Gestión Caza y Pesca;A SARGA. Gestión Caza y Pesca
2021;G;4;44;440;440256;Transf.Univ.Intern.Menendez Pelayo;Transf.Univ.Internacional Menendez Pelayo
2021;G;4;44;440;440257;Transf.Fundación Centro Astronómico Aragonés;Transf.Fundación Centro Astronómico Aragonés
2021;G;4;44;440;440258;Subvención Universidad de Zaragoza Becas COVID-19;Subvención Universidad de Zaragoza Becas COVID-19
2021;G;4;44;440;440259;Agr. Europea Coop. Territ. Pirineos-Pyrénées;Agr. Europea Coop. Territ. Pirineos-Pyrénées
2021;G;4;44;440;440260;Cátedra UNIZAR Cooperativas y Economía Social;Cátedra UNIZAR Cooperativas y Economía Social
2021;G;4;44;440;440261;Cátedra  Gonzálo Borrás;Cátedra  Gonzálo Borrás
2021;G;4;44;440;440262;Transferencia LINDANET UNIZAR;Transferencia LINDANET UNIZAR
2021;G;4;44;440;440263;Transferencia UNIZAR. Suelos contaminados;Transferencia UNIZAR. Suelos contaminados
2021;G;4;44;440;440264;Convenio UNIZAR Plan Cooperativismo;Convenio UNIZAR Plan Cooperativismo
2021;G;4;44;440;440265;Pacto de Estado Violencia de Género UZ;Pacto de Estado Violencia de Género UZ
2021;G;4;44;440;440266;Convenio IPE. Seguimiento cambio climático;Convenio IPE. Seguimiento cambio climático
2021;G;4;44;440;440267;Convenio con la Fundación P. C. T. Aula Dei;Convenio con la Fundación P. C. T. Aula Dei
2021;G;4;44;440;440268;Colaboración gestión bolsa viviendas y subvenc.;Colaboración gestión bolsa viviendas y subvenc.
2021;G;4;44;440;440269;Conv. EUPLA EDAR Macrofitas;Conv. EUPLA EDAR Macrofitas
2021;G;4;45;;;A Comunidades Autónomas;A Comunidades Autónomas
2021;G;4;45;450;;A Comunidades Autónomas;A Comunidades Autónomas
2021;G;4;45;450;450001;Formación EE.TT.;Formación Escuelas Taller
2021;G;4;45;450;450002;Contratación desempleados;Subvención a la contratación de desempleados
2021;G;4;45;450;450003;Formación FIP;Formación e Inserción Profesional DGA
2021;G;4;45;450;450004;Proy. recuperac.mem.hist.;Proyecto recuperación memoria histórica exiliados
2021;G;4;45;450;450005;Planes Form. D.G.A.;Planes de Formación de la D.G.A.
2021;G;4;45;450;450006;Teleformación;Teleformación
2021;G;4;45;450;450007;Form. Prioritariamente Desempleados;Formación Prioritariamente Desempleados
2021;G;4;45;450;450008;Form. Centros Públicos Integrados;Formación Centros Públicos Integrados
2021;G;4;45;450;450009;Form. Educación Adultos;Formación Educación Adultos
2021;G;4;46;;;A Corporaciones Locales;A Corporaciones Locales
2021;G;4;46;460;;A Corporaciones Locales;A Corporaciones Locales
2021;G;4;46;460;460001;San Jorge Huesca y Teruel;Actos San Jorge en Huesca y Teruel
2021;G;4;46;460;460002;Subvenciones directas;Subvenciones Directas
2021;G;4;46;460;460003;Fondo Cooperac.Municipal;Fondo Cooperación Municipal
2021;G;4;46;460;460004;Fdo Coop Local y Comarcal;Fondo de Cooperación Local y Comarcal
2021;G;4;46;460;460005;Ayudas Protección Civil;Ayudas de Protección Civil
2021;G;4;46;460;460006;Fomento Desarrollo Local;Fomento del Desarrollo Local
2021;G;4;46;460;460007;Subv.Integr.Social Inmig.;Subv. Programas Acogida e Integración Inmigrantes
2021;G;4;46;460;460008;Subv.Proyec.Coop.Transfr.;Subv. Proyectos de Cooperación Transfronteriza
2021;G;4;46;460;460009;Promoción Transportes;Ayudas de Promoción de Transportes
2021;G;4;46;460;460010;Líneas Deficitarias EE.LL;Ayudas a líneas deficitarias de Entidades Locales
2021;G;4;46;460;460011;Activid.Agrarias  Aytos.;Apoyo a Actividades Agrarias de Ayuntamientos
2021;G;4;46;460;460012;Certámenes Ganaderos;Certámenes Ganaderos
2021;G;4;46;460;460013;Apoyo Sistema Antigranizo;Apoyo al Sistema Antigranizo
2021;G;4;46;460;460014;Toma datos Ofic. Regante;Toma de Datos de la Oficina del Regante
2021;G;4;46;460;460015;Subv. promoción Ferias;Subv. Promoción Ferias
2021;G;4;46;460;460016;Ofic.EELL.Inform.Consum.;Oficinas EE. Locales de Información al Consumidor
2021;G;4;46;460;460017;Act. en Salud Pública;Actuaciones en Materia de Salud Pública
2021;G;4;46;460;460018;Prev.Asis.y Reins.Drogas;Prev., Asistencia y Reinserción Drogodependencias
2021;G;4;46;460;460019;Creac cont. Dig Soc.Info;Creación Contenidos Digitales Sdad Información
2021;G;4;46;460;460020;Conv. CC.LL. Educ Adultos;Convenios Corp.Locales. Educación Adultos
2021;G;4;46;460;460021;Garantia Soc.Ent.Locales;Garantía Social Entidades Locales
2021;G;4;46;460;460022;Convenios E.I. con CC.LL.;Convenios Educación Infantil con Corp.Locales
2021;G;4;46;460;460023;Guarderías Municipales;Guarderías Municipales
2021;G;4;46;460;460024;Escuelas Munic.de Música;Escuelas Municipales de Música
2021;G;4;46;460;460025;Convenios Dd.Cp.y CC.LL.;Convenios Dip. Provinciales,Comarcas y Corp. Loc.
2021;G;4;46;460;460026;Subv.Bibliot. Municipales;Subvenciones a Bibliotecas Municipales
2021;G;4;46;460;460027;Actividades Cultur CC.LL.;Actividades Culturales Corporaciones Locales
2021;G;4;46;460;460028;Circuito Artes Escénicas;Circuito de Artes Escénicas
2021;G;4;46;460;460029;Ayto HU Feria I de Teatro;Ayuntamiento de Huesca. Feria I de Teatro y Danza
2021;G;4;46;460;460030;Festivales Aragón. Ainsa;Festivales en Aragón. Aínsa
2021;G;4;46;460;460031;Otros Festivales;Otros Festivales
2021;G;4;46;460;460032;Arch y Museos de Sistem.;Archivos y Museos de los Sistemas
2021;G;4;46;460;460033;Archivos y Museos Munic.;Archivos y Museos Municipales
2021;G;4;46;460;460034;Parques Culturales;Parques Culturales
2021;G;4;46;460;460035;Juegos Escolares;Juegos Escolares
2021;G;4;46;460;460036;Deporte municip.y comarc.;Ayudas Actividades Deporte Municipal y Comarcal
2021;G;4;46;460;460037;Fto Activ. Ambientales;Fomento de Actividades Ambientales
2021;G;4;46;460;460038;Prom.Jornadas Int.M.Amb.;Promoción de Jornadas de Interés Medioambiental
2021;G;4;46;460;460039;Subv.Cineg.Aprov.Rac.For.;Subv.S/ Cinegética.Aprov.Racional Patr. Forestal
2021;G;4;46;460;460040;Ayudas a Casas Canguro;Ayudas a Casas Canguro
2021;G;4;46;460;460041;Pytos.de Serv.de Juventud;Proyectos de Servicios de Juventud
2021;G;4;46;460;460042;Fondo  Gastos de Personal;Fondo de Gastos de Personal
2021;G;4;46;460;460043;Fondo  Cohesión Comarcal;Fondo de Cohesión Comarcal
2021;G;4;46;460;460044;Acc.Orient. búsqueda empl;Acciones Inform Orient.y Búsqueda Empleo
2021;G;4;46;460;460045;Agent.Empleo Dllo. Local;Agentes de Empleo Desarrollo Local
2021;G;4;46;460;460046;Formación EE.TT.;Formación Escuelas Taller
2021;G;4;46;460;460047;Formación FIP;Formación e Inserción Profesional
2021;G;4;46;460;460048;Ayuda actividades comarcas en materia de familia;Ayuda actividades comarcas en materia de familia
2021;G;4;46;460;460049;Prog.Inserc. Empleo;Programas de Inserción en el Empleo
2021;G;4;46;460;460050;Contratación desempleados;Subvencion a la contratación de desempleados
2021;G;4;46;460;460051;Fomento Desarrollo Local;Subvenciones Fomento Desarrollo Local
2021;G;4;46;460;460052;Educación familiar;Educación Familiar
2021;G;4;46;460;460053;Inic.soc. empleo ámb. Loc;Iniciativas Sociales de Empleo en el Ámbito Local
2021;G;4;46;460;460054;Mantenimiento de S.S.B.;Mantenimiento de Servicios Sociales de Base
2021;G;4;46;460;460055;Prev. violencia familiar;Prevención violencia familiar
2021;G;4;46;460;460056;Conv. D.P.T. Plan Mijares;Convenio D.P.T. Mant. Est. Depur. Plan Rio Mijares
2021;G;4;46;460;460057;Mantenimiento E.D.A.R.;Transf. Ayunt. Mantenimiento E.D.A.R.
2021;G;4;46;460;460058;Cuidadores pers.depend.;Apoyo a cuidadores de personas dependientes
2021;G;4;46;460;460059;Planes y progr. Serv Soc;Planes y programas de Servicios Sociales.
2021;G;4;46;460;460060;Ayudas INTERREG III 00-08;Ayudas Marco I.C.  INTERREG III Período 2000-2008
2021;G;4;46;460;460061;Form. Técnicos Deportivos;Formación Técnicos Deportivos
2021;G;4;46;460;460062;Eventos Deportivos;Eventos Deportivos
2021;G;4;46;460;460063;Instr.Protecc.Patr.Cultur;Instrumentos de protección de Patrimonio Cultural
2021;G;4;46;460;460064;Ayto.Huesca M.Pedag.Arag.;Ayto. Huesca Museo Pedagógico de Aragón
2021;G;4;46;460;460065;Casas de acogida;Casas de acogida
2021;G;4;46;460;460066;Conv.Mant.Ctros S.Soc.;Conv. Manten.Ctros Comarcales Inform. y S.Sociales
2021;G;4;46;460;460067;Proy.EQUAL Igual.Oportun.;Proyectos EQUAL para igualdad de oportunidades
2021;G;4;46;460;460068;Planes Form. D.G.A.;Planes de Formación de la D.G.A.
2021;G;4;46;460;460069;Mant.Func.Invers.Supramun;Manten. y funcion. inversiones supramunicipales
2021;G;4;46;460;460070;Fondo Arag.Coop.Desarroll;Fondo Aragonés Cooperación para el Desarrollo
2021;G;4;46;460;460071;Ctro Plan. Familiar Zgza;Centro de Planificación Familiar de Zaragoza
2021;G;4;46;460;460072;Ayudas Patrimonio Ibérico;Ayudas Patrimonio Ibérico
2021;G;4;46;460;460073;Historia contem. española;Historia contemporánea española
2021;G;4;46;460;460074;Progr.Inserción Sociolab.;Programa de Inserción Sociolaboral
2021;G;4;46;460;460075;Prog. apoyo mujer inmigra;Prog. integración y apoyo a la mujer inmigrante
2021;G;4;46;460;460076;Aprov.Rec.Mineros y Geol.;Promoc.Activid.Aprovech.Rec.Mineros y Patr.Geolog.
2021;G;4;46;460;460077;Acciones implantación S.I;Acciones implantación Sociedad de la Información
2021;G;4;46;460;460078;Proc part diseño pol.públ;Procesos participación diseño Políticas Públicas
2021;G;4;46;460;460079;Gastos func. Juzg. de Paz;Gastos funcionamiento Juzgados de Paz
2021;G;4;46;460;460080;Subv. mat. institucional;Subvenciones en materia institucional
2021;G;4;46;460;460081;Fomento part. ciudadana;Fomento de la participación ciudadana
2021;G;4;46;460;460082;Toma Datos E.Meteorologic;Toma de Datos Estaciones Meteorológicas
2021;G;4;46;460;460083;Ayuda domic. dependientes;Ayuda a domicilio para personas dependientes
2021;G;4;46;460;460084;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energías renovab
2021;G;4;46;460;460085;Prom.Mov. Juv. RAAJ;Promoción movilidad juvenil en RAAJ
2021;G;4;46;460;460086;Proy. P. D. Sostenible R.;Proyecto Piloto Desarrollo Sostenible Medio Rural
2021;G;4;46;460;460087;Conv. Form. Policias Loc.;Convenios Formación Policías Locales
2021;G;4;46;460;460088;Fomento Agrup. Polic. Loc;Fomento Agrupaciones Policías Locales
2021;G;4;46;460;460089;Fondo Corporaciones Local;Fondo para Corporaciones Locales
2021;G;4;46;460;460090;Act.Fom. innov. aragonesa;Actuaciones de Fomento de la Innovación Aragonesa
2021;G;4;46;460;460091;Los Fayos. Ejec sentencia;Los Fayos. Ejecución sentencia
2021;G;4;46;460;460092;Prog. Cualif Profesional;Programas Cualificación Profesional Inicial
2021;G;4;46;460;460093;gest. aulas externas -Ayt;Gestión de aulas externas - Ayuntamiento Zaragoza
2021;G;4;46;460;460094;Mant. Serv. Comarcales;Mantenimiento de Servicios Comarcales
2021;G;4;46;460;460095;Programa Teleasistencia;Programa de Teleasistencia
2021;G;4;46;460;460096;Alquiler social;Alquiler social
2021;G;4;46;460;460097;Fondo Estatal de Empleo;Fondo Estatal de Empleo
2021;G;4;46;460;460098;Traspaso de func. y servi;Traspaso de funciones y servicios
2021;G;4;46;460;460099;Trans des. p. sectoriales;Transferencias para desarrollo de p. sectoriales
2021;G;4;46;460;460100;Escuelas Taller;Escuelas Taller
2021;G;4;46;460;460101;Conv. Manc. Bajo Gállego;Convenio con la Mancomunidad Bajo Gállego
2021;G;4;46;460;460102;Conv. Manc. Central de Zg;Convenio con la Mancomunidad Central de Zaragoza
2021;G;4;46;460;460103;Conv. Manc. R Bajo Huerva;Convenio con la Mancomunidad Ribera Bajo Huerva
2021;G;4;46;460;460104;Conv. Manc. R. Izda. Ebro;Convenio con la Mancomunidad Ribera Izda. del Ebro
2021;G;4;46;460;460105;Garantía Joven Aragón;Garantía Joven Aragón
2021;G;4;46;460;460106;Transf. planes de formación en la Admintración;Transferen. planes de formación en la Admintración
2021;G;4;46;460;460107;Fomento de la participación ciudadana;Fomento de la participación ciudadana
2021;G;4;46;460;460108;Transferencias escuelas infantiles;Transferencias escuelas infantiles
2021;G;4;46;460;460109;Daños por desbordamiento rio Ebro;Daños por desbordamiento rio Ebro
2021;G;4;46;460;460110;Mantenimiento EDAR de Jaca;Mantenimiento EDAR de Jaca
2021;G;4;46;460;460111;Premios Aragón de Comunicación Audiovisual Local;Premios Aragón de Comunicación Audiovisual Local
2021;G;4;46;460;460112;Form. Prioritariamente Desempleados;Formación Prioritariamente Desempleados
2021;G;4;46;460;460113;Subv. museos gestionados por las adm. locales;Subv. museos gestionados por las adm. locales
2021;G;4;46;460;460114;Subvenciones promoción lenguas propias;Subvenciones promoción lenguas propias
2021;G;4;46;460;460115;Ayunt. Peñarroya Tastavins. Puesta marcha Pl.Purín;Ayunt. Peñarroya Tastavins. Puesta marcha Pl.Purín
2021;G;4;46;460;460116;Programa de cualificación profesional;Programa de cualificación profesional
2021;G;4;46;460;460117;Fondo Ley de Capitalidad;Fondo Ley de Capitalidad
2021;G;4;46;460;460118;Fondo Social Comarcal;Fondo Social Comarcal
2021;G;4;46;460;460119;Contratación Jóvenes. Garantía Juvenil;Contratación Jóvenes. Garantía Juvenil
2021;G;4;46;460;460120;PROGRAMA PARADOS LARGA DURACIÓN;PROGRAMA PARADOS LARGA DURACIÓN
2021;G;4;46;460;460121;Chabolismo;Chabolismo
2021;G;4;46;460;460122;Pobreza energetica;Pobreza energética
2021;G;4;46;460;460123;Compensación aytos espacios naturales protegidos;Compensación aytos espacios naturales protegidos
2021;G;4;46;460;460124;Conv. la dpt  proteccion civil;Conv. la dpt  proteccion civil
2021;G;4;46;460;460125;Conv. ayto. de huesca  proteccion civil;conv. ayto. de huesca  proteccion civil
2021;G;4;46;460;460126;DPHU - Servicio de bomberos;DPHU - Servicio de bomberos
2021;G;4;46;460;460127;Atención, protección y bienestar animal;Atención, protección y bienestar animal
2021;G;4;46;460;460128;Subv. EELL materia violencia de género;Subv. EELL materia violencia de género
