EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2021;G;4;48;480;480607;Plan Igualdad PYMES;Plan Igualdad PYMES
2021;G;4;48;480;480608;Subvención impulso economia social  CEPES Aragón;Subvención impulso economia social  CEPES Aragón
2021;G;4;48;480;480609;Fund.Hidrógeno Promoc.Electromovilidad y comb.alte;Fund.Hidrógeno Promoc.Electromovilidad y comb.alte
2021;G;4;48;480;480610;Fed.Arag. Ajedrez Organiz JuegosEscolares Aragón;Fed.Arag. Ajedrez Organiz JuegosEscolares Aragón
2021;G;4;48;480;480611;Fed.Arag.Atletismo Organiz JuegosEscolares Aragón;Fed.Arag.Atletismo Organiz JuegosEscolares Aragón
2021;G;4;48;480;480612;Fed.Arag.Badminton Organiz.Juegos Escolares Aragón;Fed.Arag.Badminton Organiz.Juegos Escolares Aragón
2021;G;4;48;480;480613;Fed.Arag.Baloncesto Organiz.JuegosEscolares Aragón;Fed.Arag.Baloncesto Organiz.JuegosEscolares Aragón
2021;G;4;48;480;480614;Fed.Arag.Balonmano Organiz.JuegosEscolares Aragón;Fed.Arag.Balonmano Organiz.JuegosEscolares Aragón
2021;G;4;48;480;480615;Fed.Arag. Ciclismo Organiz JuegosEscolares Aragón;Fed.Arag. Ciclismo Organiz JuegosEscolares Aragón
2021;G;4;48;480;480616;Fed.Arag.Dep.Tradic. Organiz JuegosEscolaresAragón;Fed.Arag.Dep.Tradic. Organiz JuegosEscolaresAragón
2021;G;4;48;480;480617;Fed.Arag. Esgrima Organiz Juegos Escolares Aragón;Fed.Arag. Esgrima Organiz Juegos Escolares Aragón
2021;G;4;48;480;480618;Fed.Arag. Fútbol Organiz Juegos Escolares Aragón;Fed.Arag. Fútbol Organiz Juegos Escolares Aragón
2021;G;4;48;480;480619;Fed.Arag.Gimnasia Organiz Juegos Escolares Aragón;Fed.Arag.Gimnasia Organiz Juegos Escolares Aragón
2021;G;4;48;480;480620;Fed.Arag. Golf Organiz Juegos Escolares Aragón;Fed.Arag. Golf Organiz Juegos Escolares Aragón
2021;G;4;48;480;480621;Fed.Arag. Hípica Organiz Juegos Escolares Aragón;Fed.Arag. Hípica Organiz Juegos Escolares Aragón
2021;G;4;48;480;480622;Fed.Arag. Hockey Organiz Juegos Escolares Aragón;Fed.Arag. Hockey Organiz Juegos Escolares Aragón
2021;G;4;48;480;480623;Fed.Arag. Judo Organiz Juegos Escolares Aragón;Fed.Arag. Judo Organiz Juegos Escolares Aragón
2021;G;4;48;480;480624;Fed.Arag.Kickboxing Organiz.JuegosEscolares Aragón;Fed.Arag.Kickboxing Organiz.JuegosEscolares Aragón
2021;G;4;48;480;480625;Fed.Arag.LuchasOlimp Organiz JuegosEscolaresAragón;Fed.Arag.LuchasOlimp Organiz JuegosEscolaresAragón
2021;G;4;48;480;480626;Fed.Arag. Natación Organiz Juegos Escolares Aragón;Fed.Arag. Natación Organiz Juegos Escolares Aragón
2021;G;4;48;480;480627;Fed.Arag.Orientación Organiz JuegosEscolaresAragón;Fed.Arag.Orientación Organiz JuegosEscolaresAragón
2021;G;4;48;480;480628;Fed.Arag.Patinaje Organiz JuegosEscolares Aragón;Fed.Arag.Patinaje Organiz JuegosEscolares Aragón
2021;G;4;48;480;480629;Fed.Arag. Pelota Organiz JuegosEscolares Aragón;Fed.Arag. Pelota Organiz JuegosEscolares Aragón
2021;G;4;48;480;480630;Fed.Arag. Rugby Organiz Juegos Escolares Aragón;Fed.Arag. Rugby Organiz Juegos Escolares Aragón
2021;G;4;48;480;480631;Fed.Arag. Triatlón Organiz JuegosEscolares Aragón;Fed.Arag. Triatlón Organiz JuegosEscolares Aragón
2021;G;4;48;480;480632;Fed.Arag. Voleibol Organiz JuegosEscolares Aragón;Fed.Arag. Voleibol Organiz JuegosEscolares Aragón
2021;G;4;48;480;480633;Fed.Arag.Montañismo Organiz JuegosEscolares Aragón;Fed.Arag.Montañismo Organiz JuegosEscolares Aragón
2021;G;4;48;480;480634;Fed.Arag.Dachtball Organiz JuegosEscolares Aragón;Fed.Arag.Dachtball Organiz JuegosEscolares Aragón
2021;G;4;48;480;480635;Fed.Arag. Kárate Organiz JuegosEscolares Aragón;Fed.Arag. Kárate Organiz JuegosEscolares Aragón
2021;G;4;48;480;480636;As.Pr.Zarag.Cult.Dep.Laboral.Part.Cto.EspañaDepAfi;As.Pr.Zarag.Cult.Dep.Laboral.Part.Cto.EspañaDepAfi
2021;G;4;48;480;480637;Proyectos federativos;Proyectos federativos
2021;G;4;48;480;480638;Conv.Cons.Coleg.Abogad.formac. asist. jurid.gratui;Conv.Cons.Coleg.Abogad.formac. asist. jurid.gratui
2021;G;4;48;480;480639;Conv. Academia Jurisprudencia y Legislación;Conv. Academia Jurisprudencia y Legislación
2021;G;4;48;480;480640;Fund. Aquagraria Promoc. Des.Rural y Agric. soste.;Fund. Aquagraria Promoc. Des.Rural y Agric. soste.
2021;G;4;48;480;480641;Fundación Pro. R.A.E. Cuota miembro asociado;Fundación Pro. R.A.E. Cuota miembro asociado
2021;G;4;48;480;480642;Prestaciones complementarias Víctimas Violencia;Prestaciones complementarias Víctimas Violencia
2021;G;4;48;480;480643;Subv. CCOO programa Preparadas para Empleo;Subvención CCOO programa Preparadas para el Empleo
2021;G;4;48;480;480644;Subv. UGT  programa Preparadas para Empleo;Subvención UGT  programa Preparadas para el Empleo
2021;G;4;48;480;480645;Subv. CEOE programa Preparadas para Empleo;Subvención CEOE programa Preparadas para el Empleo
2021;G;4;48;480;480646;Subv. CEPYME programa Preparadas para Empleo;Subvención CEPYME programa Preparadas para el Empl
2021;G;4;48;480;480647;Convenio ONCE - Camino de Santiago;Convenio ONCE - Camino de Santiago
2021;G;4;48;480;480648;Convenios para formación Asist. VVG;Convenios para formación Asist. VVG
2021;G;4;48;480;480649;Fundación Agustín Serrate;Fundación Agustín Serrate
2021;G;4;48;480;480650;Coordinadora Aragonesa del Voluntariado;Coordinadora Aragonesa del Voluntariado
2021;G;4;48;480;480651;Plataforma del Voluntariado de Aragón;Plataforma del Voluntariado de Aragón
2021;G;4;48;480;480652;Apoyo a festivales;Apoyo a festivales
2021;G;4;48;480;480653;Federación Aragonesa Tenis de Mesa. Juegos Escolar;Federación Aragonesa Tenis de Mesa. Juegos Escolar
2021;G;4;48;480;480654;Ayudas a familias monoparentales;Ayudas a familias monoparentales
2021;G;4;48;480;480655;Subvenciones Igualdad de Trato y Diversidad;Subvenciones Igualdad de Trato y Diversidad
2021;G;4;48;480;480656;Subvs Coleg. Profesionales Asesoría Jurídica SAJID;Subvs Coleg. Profesionales Asesoría Jurídica SAJID
2021;G;4;48;480;480657;Subvención CADIS Huesca;Subvención Coord.Asoc.Personas con discapacidad HU
2021;G;4;48;480;480658;Asociación de Directivos y Ejecutivos de Aragón;Asociación de Directivos y Ejecutivos de Aragón
2021;G;4;48;480;480659;Asociación de Jóvenes Empresarios;Asociación de Jóvenes Empresarios
2021;G;4;48;480;480660;CEOE HUESCA ;CEOE HUESCA 
2021;G;4;48;480;480661;CEOE TERUEL ;CEOE TERUEL 
2021;G;4;48;480;480662;Convenio entidades sin animo lucro;Convenio entidades sin animo lucro
2021;G;4;48;480;480663;Fundación Desarrollo Comunidad de Albarracín ;Fundación Desarrollo Comunidad de Albarracín 
2021;G;4;48;480;480664; Apoyo instalación en viveros empresas y P. Tec.; Apoyo instalación en viveros empresas y P. Tec.
2021;G;4;48;480;480665; Innovación y vertebración del territorio; Innovación y vertebración del territorio
2021;G;4;48;480;480666; Convenio Orientación-Inserción PLD - UGT;Convenio Orientación-Inserción PLD - UGT
2021;G;4;48;480;480667; Convenio Orientación-Inserción PLD - CCOO;Convenio Orientación-Inserción PLD - CCOO
2021;G;4;48;480;480668; Convenio Orientación-Inserción PLD - CEPYME;Convenio Orientación-Inserción PLD - CEPYME
2021;G;4;48;480;480669; Convenio Orientación-Inserción PLD - CEOE ARAGON;Convenio Orientación-Inserción PLD - CEOE ARAGON
2021;G;4;48;480;480670;Asociación Cultural Caradria;Asociación Cultural Caradria
2021;G;4;48;480;480671;Transferencia a la Federación de Caza;Transferencia a la Federación de Caza
2021;G;4;48;480;480672;Transf.Fundación Hidrog.Act.Ind y mov.sost.;Transf.Fundación Hidrog.Act.Ind y mov.sost.
2021;G;4;48;480;480673;Rel. Laborales, seguridad y salud laboral UGT;Rel. Laborales, seguridad y salud laboral UGT
2021;G;4;48;480;480674;Rel. Laborales, seguridad y salud laboral CCOO;Rel. Laborales, seguridad y salud laboral CCOO
2021;G;4;48;480;480675;Rel. Laborales, seguridad y salud laboral CEOE;Rel. Laborales, seguridad y salud laboral CEOE
2021;G;4;48;480;480676;Rel. Laborales, seguridad y salud laboral CEPYME;Rel. Laborales, seguridad y salud laboral CEPYME
2021;G;4;48;480;480677;Feria Zaragoza Internacionalización certamenes;Feria Zaragoza Internacionalización certamenes
2021;G;4;48;480;480678;Subvención OO.II Sectores maduros (FITCA);Subvención OO.II Sectores maduros (FITCA)
2021;G;4;48;480;480679;Subvención OO.II Sectores maduros (AFCYA);Subvención OO.II Sectores maduros (AFCYA)
2021;G;4;48;480;480680;Federación Comunidades Aragonesas del exterior;Federación Comunidades Aragonesas del exterior
2021;G;4;48;480;480681;Convenio Fundaci.Parque Científ.Tecnológ. Aula Dei;Convenio Fundaci.Parque Científ.Tecnológ. Aula Dei
2021;G;4;48;480;480682;Subv. GP PODEMOS EQUO ARAGÓN de las Cortes Aragón;Subv. GP PODEMOS EQUO ARAGÓN de las Cortes Aragóni
2021;G;4;48;480;480683;Subv. GP CHUNTA ARAGONESISTA de las Cortes Aragón;Subv. GP CHUNTA ARAGONESISTA de las Cortes Aragón
2021;G;4;48;480;480684;Subv. GP VOX EN ARAGÓN de las Cortes de Aragón;Subv. GP VOX EN ARAGÓN de las Cortes de Aragón
2021;G;4;48;480;480685;Subv. AP IU ARAGÓN (GPM) de las Cortes de Aragón;Subv. AP IU ARAGÓN (GPM) de las Cortes de Aragón
2021;G;4;48;480;480686;Convenio MUNDUBAT;Convenio MUNDUBAT
2021;G;4;48;480;480687;Conv. Mº Justicia formación VIOGEN fiscales y LAJ;Conv. Mº Justicia formación VIOGEN fiscales y LAJ
2021;G;4;48;480;480688;Conv. CEJ Mº Justicia formación;Conv. CEJ Mº Justicia formación
2021;G;4;48;480;480689;Convenio AMASOL familias monoparentales;Convenio AMASOL familias monoparentales
2021;G;4;48;480;480690;Convenio FARALZ atención en centros;Convenio FARALZ atención en centros
2021;G;4;48;480;480691;Subv. UGT apoyo inserción desempleados mayores 45;Subv. UGT apoyo inserción desempleados mayores 45
2021;G;4;48;480;480692;Subv. CCOO apoyo inserción desempleados mayores 45;Subv. CCOO apoyo inserción desempleados mayores 45
2021;G;4;48;480;480693;Subv. CEPYME apoyo inser. desempleados mayores 45;Subv. CEPYME apoyo inser. desempleados mayores 45
2021;G;4;48;480;480694;Subv. CEOE ARAGON apoyo inser desempleados may 45;Subv. CEOE ARAGON apoyo inser desempleados may 45
2021;G;4;48;480;480695;Ac. formativas inser desempleados mayores de 45;Ac. formativas inser desempleados mayores de 45
2021;G;4;48;480;480696;Ayudas a entidades prevención ludopatía;Ayudas a entidades prevención ludopatía
2021;G;4;48;480;480697;Subvención afectados Idental;Subvención afectados Idental
2021;G;4;48;480;480698;Conv. Coord. Personas sin hogar ZA-Proyecto Lumbre;Conv. Coord. Personas sin hogar ZA-Proyecto Lumbre
2021;G;4;48;480;480699;Beca estudiantes Universidad COVID-19;Beca estudiantes Universidad COVID-19
2021;G;4;48;480;480700;Ayudas COVID-19. Inver. Centr. Serv. Soc.;Ayudas COVID-19. Inver. Centr. Serv. Soc.
2021;G;4;48;480;480701;Programa de empleo para mujeres UGT Aragón;Programa de empleo para mujeres UGT Aragón
2021;G;4;48;480;480702;Programa de empleo para mujeres CCOO Aragón;Programa de empleo para mujeres CCOO Aragón
2021;G;4;48;480;480703;Programa de empleo para mujeres CEOE Aragón;Programa de empleo para mujeres CEOE Aragón
2021;G;4;48;480;480704;Programa de empleo para mujeres CEPYME Aragón;Programa de empleo para mujeres CEPYME Aragón
2021;G;4;48;480;480705;Ayudas Bono Social Térmico;Ayudas Bono Social Térmico
2021;G;4;48;480;480706;Prácticas universitarias Dip. Provincial de Huesca;Prácticas universitarias Dip. Provincial de Huesca
2021;G;4;48;480;480707;Prácticas universitarias Dip. Provincial de Teruel;Prácticas universitarias Dip. Provincial de Teruel
2021;G;4;48;480;480708;Prácticas universitarias Dip. Provincial Zaragoza;Prácticas universitarias Dip. Provincial Zaragoza
2021;G;4;48;480;480709;Laboratorio A. de Innovación y Mejora G.E.;Laboratorio A. de Innovación y Mejora G.E.
2021;G;4;48;480;480710;Ebrópolis;Ebrópolis
2021;G;4;48;480;480711;Convenio Desarrollo Actuaciones Conciliación;Convenio Desarrollo Actuaciones Conciliación
2021;G;4;48;480;480712;Convenio Ceder Monegros;Convenio Ceder Monegros
2021;G;4;48;480;480713;Premios en materia de familia;Premios en materia de familia
2021;G;4;48;480;480714;Ayuda AESSIA para ejecución plan estratégico;Ayuda AESSIA para ejecución plan estratégico
2021;G;4;48;480;480715;Pago de Cuotas Agrupación FORESPIR;Pago de Cuotas Agrupación FORESPIR
2021;G;4;48;480;480716;Transferencia UAGA;Transferencia UAGA
2021;G;4;48;480;480717;Transferencia ASAJA;Transferencia ASAJA
2021;G;4;48;480;480718;Transferencia UPA;Transferencia UPA
2021;G;4;48;480;480719;Transferencia ARAGA;Transferencia ARAGA
2021;G;4;48;480;480720;Ayudas asociaciones en materia de igualdad;Ayudas asociaciones en materia de igualdad
2021;G;4;48;480;480721;Actividades de deporte inclusivo;Actividades de deporte inclusivo
2021;G;4;48;480;480722;Gestión Casa Federaciones COFEDAR;Gestión Casa Federaciones COFEDAR
2021;G;4;48;480;480723;Convenio Asoc. Viveristas. Mejora calidad m frutal;Convenio Asoc. Viveristas. Mejora calidad m frutal
2021;G;4;48;480;480724;Corte Aragonesa de Arbitraje y Mediación;Corte Aragonesa de Arbitraje y Mediación
2021;G;4;48;480;480725;Ayudas a afectados por Idental;Ayudas a afectados por Idental
2021;G;4;48;480;480726;Subvención Asociación Familiares enfermos Alzheime;Subvención Asociación Familiares enfermos Alzheime
2021;G;4;48;480;480727;Medidas aplicación Ley de Familias;Medidas aplicación Ley de Familias
2021;G;4;48;480;480728;Areas de promoción iniciativas económicas;Areas de promoción iniciativas económicas
2021;G;4;48;480;480729;Eventos deportivos interés regional;Eventos deportivos interés regional
2021;G;4;48;480;480730;Apoyo inserción laboral mayores 45 años;Apoyo inserción laboral mayores 45 años
2021;G;4;49;;;Al Exterior;Al Exterior
2021;G;4;49;490;;Al Exterior;Al Exterior
2021;G;4;49;490;490000;Al Exterior;Al Exterior
2021;G;4;49;490;490001;A ONU Of. Década del Agua;A la ONU para Sede Oficina Década del Agua
2021;G;4;49;490;490002;Proy interna. actividades;Proy internacionalización actividades púb-privadas
2021;G;4;49;490;490003;Proy interna. formativas;Proy internacionalización act formativas y laboral
2021;G;4;49;490;490004;Instituto Agronómico Mediterráneo de Zaragoza;Instituto Agronómico Mediterráneo de Zaragoza
2021;G;4;49;490;490005;Aberdeen City Council;Aberdeen City Council
2021;G;4;49;490;490006;Hydrogen Fuel Cells and Electro-Mobility;Hydrogen Fuel Cells and Electro-Mobility
2021;G;4;49;490;490007;Lazio Region;Lazio Region
2021;G;4;49;490;490008;Municipality of Delphi;Municipality of Delphi
2021;G;4;49;490;490009;Pannon Business Network Association;Pannon Business Network Association
2021;G;4;49;490;490010;Province of South Holland;Province of South Holland
2021;G;4;49;490;490011;Transport Malta;Transport Malta
2021;G;5;;;;Fondo Contingencia;Fondo de Contingencia de Ejecución Presupuestaria
2021;G;5;50;;;Fondo Contingencia;Fondo de Contingencia de Ejecución Presupuestaria
2021;G;5;50;500;;Fondo Contingencia;Fondo de Contingencia de Ejecución Presupuestaria
2021;G;5;50;500;500000;Fondo Contingencia;Fondo de Contingencia de Ejecución Presupuestaria
2021;G;6;;;;Inversiones Reales;Inversiones Reales
2021;G;6;60;;;Inversiones Reales;Inversiones Reales
2021;G;6;60;600;;Terrenos y bien. natural;Terrenos y bienes naturales
2021;G;6;60;600;600000;Terrenos y bien. natural;Terrenos y bienes naturales
2021;G;6;60;602;;Edific. y construcciones;Edificios y otras construcciones
2021;G;6;60;602;602000;Edific. y construcciones;Edificios y otras construcciones
2021;G;6;60;603;;Maq. instalac. y utillaje;Maquinaria, instalación y utillaje
2021;G;6;60;603;603000;Maq. instalac. y utillaje;Maquinaria, instalación y utillaje
2021;G;6;60;603;603001;Equipos de Alta Tecnología Sanitaria;Equipos de Alta Tecnología Sanitaria
2021;G;6;60;604;;Material de transporte;Material de transporte
2021;G;6;60;604;604000;Material de transporte;Material de transporte
2021;G;6;60;605;;Mobiliario y enseres;Mobiliario y enseres
2021;G;6;60;605;605000;Mobiliario y enseres;Mobiliario y enseres
2021;G;6;60;606;;Equipos procesos inform.;Equipos para procesos de información
2021;G;6;60;606;606000;Equipos procesos inform.;Equipos para procesos de información
2021;G;6;60;607;;Bien. destin. uso general;Bienes destinados para uso general
2021;G;6;60;607;607000;Bien. destin. uso general;Bienes destinados para uso general
2021;G;6;60;608;;Otro inmoviliz. material;Otro inmovilizado material
2021;G;6;60;608;608000;Otro inmoviliz. material;Otro inmovilizado material
2021;G;6;60;609;;Inmovilizado Inmaterial;Inmovilizado Inmaterial
2021;G;6;60;609;609000;Inmovilizado Inmaterial;Inmovilizado Inmaterial
2021;G;6;60;609;609001;Gastos Grales Proy Invest;Gastos Generales de Proyectos de Investigación
2021;G;6;61;;;Intereses de demora de inversiones;Intereses de demora de inversiones
2021;G;6;61;610;;Intereses de demora de inversiones;Intereses de demora de inversiones
2021;G;6;61;610;610000;Intereses de demora de inversiones;Intereses de demora de inversiones
2021;G;7;;;;Transferencias de Capital;Transferencias de Capital
2021;G;7;70;;;A la Admón del Estado;A la Administración del Estado
2021;G;7;70;700;;A la Admón General Estado;A la Administración General del Estado
2021;G;7;70;700;700000;Act. restitución territ.;Actuaciones de restitución territorial
2021;G;7;70;700;700001;Convenio con la Guardía Civil rescates de montaña;Convenio con la Guardía Civil rescates de montaña
2021;G;7;70;700;700002;Convenio con el Instituto Pirenaico de Ecología;Convenio con el Instituto Pirenaico de Ecología
2021;G;7;70;700;700003;Transferencia al Instituto Pirenáico;Transferencia al Instituto Pirenáico
2021;G;7;70;705;;A otros entes de A.G.E.;A otros entes de la Administración Genral. Estado
2021;G;7;70;705;705000;Act.seg.amb. obras hidrau;Act. de seguimiento ambiental de obras hidráulicas
2021;G;7;70;705;705001;Infraest. Científica;Infraestructura Científica
2021;G;7;70;705;705002;Acciones Metrología Legal;Acciones Metrología Legal. Control Mercado
2021;G;7;70;705;705003;Control Mercado Prod.Indu;Acciones Control Mercado Productos Industriales
2021;G;7;70;705;705004;Act. e infraes.deportivas;Actividades e Infraestructuras deportivas
2021;G;7;70;705;705005;Censo de instalaciones deportivas;Censo de instalaciones deportivas
2021;G;7;70;705;705006;Acciones Indistria 4.0 y fomento PYME;Acciones de Industria 4.0 y fomento de la PYME
2021;G;7;70;705;705007;Subvención FUNDACIÓN EOI;Subvención FUNDACIÓN EOI
2021;G;7;71;;;A Organismos Autónomos;A Organismos Autónomos
2021;G;7;71;710;;A Organismos Autónomos;A Organismos Autónomos
2021;G;7;71;710;710000;Transf. INAEM Op.Capital;Transferencia al INAEM para Operaciones Capital
2021;G;7;71;710;710001;Transf. SALUD Op.Capital;Transferencia al SALUD para Operaciones Capital
2021;G;7;71;710;710002;Transf. IASS Op.Capital;Transferencia al IASS para Operaciones Capital
2021;G;7;71;710;710003;Transf. IAM Oper. Capital;Transferencia IAM por Operaciones de Capital
2021;G;7;71;710;710004;Transf. IAJ Oper. Cap.;Transferencia Inst.Juventud Operaciones de Capital
2021;G;7;71;710;710005;Al I.A.J. supr.barreras;Al Inst.Arag. Juventud para supresión de barreras
2021;G;7;71;710;710006;Transf. SALUD para CETEC;Transferencia al SALUD para el CETEC
2021;G;7;71;710;710007;Programa PREE. Rehabilitación;Programa PREE. Rehabilitación
2021;G;7;72;;;A la Seguridad Social;A la Seguridad Social
2021;G;7;72;720;;A la Tesor. General S.S.;A la Tesorería General de la Seguridad Social
2021;G;7;72;720;720000;A la Tesor. General S.S.;A la Tesorería General de la Seguridad Social
2021;G;7;72;721;;A otros entes de la S.S.;A otros entes de la Seguridad Social
2021;G;7;72;721;721000;A otros entes de la S.S.;A otros entes de la Seguridad Social
2021;G;7;74;;;A Empr. y Entes Públicos;A Empresas Públicas y otros Entes Públicos
2021;G;7;74;740;;A Empr. y Entes Públicos;A Empresas Públicas y otros Entes Públicos
2021;G;7;74;740;740000;Transf. AST Op.Capital;Transferencia a AST para Operaciones Capital
2021;G;7;74;740;740001;Subv. Capital a EE.PP.;Subvenciones de Capital a Empresas Públicas
2021;G;7;74;740;740002;Estación Interm.Delicias;Estación Intermodal Delicias
2021;G;7;74;740;740003;Zaragoza Alta Veloc. 2002;Zaragoza Alta Velocidad 2002
2021;G;7;74;740;740004;Proy.Dem.Tecnol. Agraria;Proyectos de Demostración. Tecnología Agraria
2021;G;7;74;740;740005;Transf. I.A.F. Invers.;Transferencia I.A.F. Inversiones
2021;G;7;74;740;740006;Sdad Prom.y Gest.Tur.Arag;Transf.Sociedad de Prom.y Gestión Turismo Aragonés
2021;G;7;74;740;740007;Tr. Bco Sangre y Tejidos;Transferencia Banco de Sangre y Tejidos de Aragón
2021;G;7;74;740;740008;Tran. Cons. Hospital Jaca;Transferencia al Consorcio Hospitalario de Jaca
2021;G;7;74;740;740009;Transf. IACS Op.Capital;Transferencia al IACS para Operaciones Capital
2021;G;7;74;740;740010;Transf IACS Células Madre;Transferencia IACS- Proyectos Células Madre
2021;G;7;74;740;740011;Infr.y Equip.Universit.;Infraestructuras y Equipamientos Universitarios
2021;G;7;74;740;740012;Univ.Zaragoza RAM;UZ: Reforma, Ampliación y Mejora de Equipamiento
2021;G;7;74;740;740013;Actividades C.I.T.A.;Actividades C.I.T.A.
2021;G;7;74;740;740014;Infr. para Investigación;Infraestructuras para Investigación
2021;G;7;74;740;740015;Infr.Inv. Pequeño Equip.;Infraestructuras Investigac. Pequeño Equipamiento
2021;G;7;74;740;740016;Infr.Inv.Grandes Instrum.;Infraestructuras Investig. Grandes Instrument.
2021;G;7;74;740;740017;Acciones Sdad Información;Acciones Sociedad de la Información
2021;G;7;74;740;740018;Centro Dramático Aragón;Centro Dramático de Aragón
2021;G;7;74;740;740019;Transf. INAGA Op.Capital;Transferencia al INAGA para Operaciones Capital
2021;G;7;74;740;740020;Tr. I.A.Agua Op.Capital;Transferencia al I.A. del Agua Operaciones Capital
2021;G;7;74;740;740021;Fondo Invers. en Teruel;Fondo de Inversiones en Teruel
2021;G;7;74;740;740022;Lab. Genét Fac Veterinar.;Laboratorio Genética Facultad Veterinaria
2021;G;7;74;740;740023;Corp.Arag.de Radio y TV;Corporación Aragonesa de Radio y Televisión
2021;G;7;74;740;740024;Dllo Estadística Pública;Desarrollo de la Estadística Pública
2021;G;7;74;740;740025;Mant. Lab.Invest.Genética;Mantenimiento Laboratorio Investigación Genética
2021;G;7;74;740;740026;Cons.Arag.Sanit. Alta Res;Transf. Consorcio Arag. Sanitario Alta Resolución
2021;G;7;74;740;740027;Prom.Dllo Socio-Econ.;Promoción desarrollo socioeconómico.Inversión prod
2021;G;7;74;740;740028;Transf. A.Calid. Infraest;Transf. Ag. Calidad y Prosp.Univers. Infr. y Equip
2021;G;7;74;740;740030;Creac.Ag.Des.Ener.Renov.;Creación Agencia Desarrollo Energías Renovables
2021;G;7;74;740;740031;Conv. Genética,fauna silv;Conv. materia genética y fauna silvestre en Aragón
2021;G;7;74;740;740032;Transferencia a S.V.A.;Transferencia a S.V.A.
2021;G;7;74;740;740033;Ayudas Promoc.Diseño;Ayudas para promoción del diseño
2021;G;7;74;740;740035;Conv. Corp. Arag. R. y Tv;Convenio Corporación Aragonesa de Radio y Telev.
2021;G;7;74;740;740036;Tranf. I.T.A. Op. Capital;Transf. Instituto Tecnológico Aragón para Op.Cap.
2021;G;7;74;740;740037;Cooperación al Desarrollo;Cooperación al Desarrollo
2021;G;7;74;740;740038;Fmto. Gestión estiércoles;Fomento de gestión de estiércoles
2021;G;7;74;740;740039;Subv. I+D+i;Subvenciones para acciones y proyectos I+D+i
2021;G;7;74;740;740040;Acc. Metrolog y Seg. Indu;Acciones materia de Metrología y Seg. Industrial
2021;G;7;74;740;740041;Museo vino.DO Campo Borja;Museo del vino. D.O. Campo de Borja
2021;G;7;74;740;740042;Consorcio Patr. Ibérico;Consorcio Patrimonio Ibérico de Aragón
2021;G;7;74;740;740043;SARGA prev.ext incend.;A SARGA para Prog. prev. y extinc. incendios
2021;G;7;74;740;740044;SARGA dllo sost. RNA;A SARGA para Ges Ofic Dllo Sost Red Nat. Aragón
2021;G;7;74;740;740045;Fund. Torralba Fortún;Fundación Torralba Fortún
2021;G;7;74;740;740046;Proy. demo Tec. Agraria;Proyectos demostración Tecnología Agraria
2021;G;7;74;740;740047;Transf. C.Empr Públ Arag;Transf. Corporación Empresarial Pública de Aragón
2021;G;7;74;740;740048;Consorcio Túnel Bielsa;Consorcio Túnel Bielsa
2021;G;7;74;740;740049;A SARGA. Ord.ySanid.Anim;A SARGA. Ordenación y Sanidad Animal y Controles
2021;G;7;74;740;740050;Ayudas tratam.purines;Ayudas para plantas de tratamiento de purines
2021;G;7;74;740;740051;Centro Innov.Tecn.Audiov.;Centro de Innovación Tecnologías Audiovisuales ITA
2021;G;7;74;740;740052;Consorcio Portalet;Consorcio del Portalet
2021;G;7;74;740;740053;Escuela de Hostelería;Escuela de Hostelería
2021;G;7;74;740;740054;Ayudas Innoempresa;Ayudas programa Innoempresa
2021;G;7;74;740;740055;U.Z. equip. campusTeruel;Universidad Zaragoza equipamiento campus Teruel
2021;G;7;74;740;740056;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energías renovab
2021;G;7;74;740;740057;Subv cons y compvdad Pyme;Subv consolidación y competitividad Pyme e Innoemp
2021;G;7;74;740;740058;CMA - Inversiones;Ciudad del Motor de Aragón - Inversiones
2021;G;7;74;740;740059;Ay.Transporte inst.aéreas;Ayudas al transporte e instalaciones aéreas
2021;G;7;74;740;740060;Red Arag. Emprendedores CEEI Aragón;Red Aragonesa  Centros  Emprendedores- CEEI ARAGÓN
2021;G;7;74;740;740061;Trans.IAF EMPRESA;IAF - Programa Empresa
2021;G;7;74;740;740062;Convenio Fauna Salvaje;Convenio Fauna Salvaje
2021;G;7;74;740;740063;Transf SODIAR I. emprende;Transferencia SODIAR - fondo impulso emprendedores
2021;G;7;74;740;740064;Transf AVALIA m. emprende;Transferencia AVALIA - microcréditos emprendedores
2021;G;7;74;740;740065;Reafianzamiento AVALIA;Reafianzamiento AVALIA
2021;G;7;74;740;740066;Auditorías Sector Hortofr;Auditorías Sector Hortofrutícola
2021;G;7;74;740;740067;F. prov. téc AVALIA;Fondo de provisiones técnicas AVALIA
2021;G;7;74;740;740068;Bodega piloto DOP C.Borja;Bodega piloto DOP Campo de Borja
2021;G;7;74;740;740069;Plataforma Logística de Zaragoza. Accesos PLAZA;Plataforma Logística de Zaragoza. Accesos PLAZA
2021;G;7;74;740;740070;Inversiones IAF - FITE;Inversiones IAF - FITE
2021;G;7;74;740;740071;Inversiones Turismo Aragón - FITE;Inversiones  Turismo Aragón - FITE
2021;G;7;74;740;740072;Convenio ADIF;Convenio ADIF
2021;G;7;74;740;740073;Consorcio Aeródromo de Teruel;Consorcio Aeródromo de Teruel
